Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P00739|HPTR_HUMAN	P00739	HPTR_HUMAN	HPR	348	false	false	Homo sapiens	Haptoglobin-related protein	1:Experimental evidence at protein level	43.68	1.0000	0.9990	0.00000000000000	17	5	5	23	8	8	     0	     0	     0	15C(57.0214), N-term(42.0106)		
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	false	false	Homo sapiens	Plasminogen	1:Experimental evidence at protein level	34.32	1.0000	0.9990	0.00000000000000	22	20	22	25	23	25	     0	     0	     0	10C(57.0214), 11C(57.0214), 16C(57.0214), 1C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|P00748|FA12_HUMAN	P00748	FA12_HUMAN	F12	615	false	false	Homo sapiens	Coagulation factor XII	1:Experimental evidence at protein level	8.46	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	     0	     0	     0			
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	false	false	Homo sapiens	Complement factor B	1:Experimental evidence at protein level	34.55	1.0000	0.9990	0.00000000000000	27	27	27	35	35	35	     0	     0	     0	1C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|P00915|CAH1_HUMAN	P00915	CAH1_HUMAN	CA1	261	false	false	Homo sapiens	Carbonic anhydrase 1	1:Experimental evidence at protein level	41.00	1.0000	0.9963	0.00000000000000	7	7	7	8	8	8	     0	     0	     0			
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	false	false	Homo sapiens	Antithrombin-III	1:Experimental evidence at protein level	53.02	1.0000	0.9990	0.00000000000000	24	24	24	32	32	32	     0	     0	     0	6C(57.0214), 6M(15.9949), 8C(57.0214)		
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	false	false	Homo sapiens	Alpha-1-antitrypsin	1:Experimental evidence at protein level	64.11	1.0000	0.9990	0.00000000000000	29	29	29	50	50	50	     0	     0	     0	10C(57.0214), 15M(15.9949), 8M(15.9949), 9C(57.0214), 9M(15.9949)		
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	false	false	Homo sapiens	Alpha-1-antichymotrypsin	1:Experimental evidence at protein level	47.04	1.0000	0.9990	0.00000000000000	18	18	18	27	27	27	     0	     0	     0	1M(15.9949), 6C(57.0214), 7M(15.9949)		
sp|P01019|ANGT_HUMAN	P01019	ANGT_HUMAN	AGT	476	false	false	Homo sapiens	Angiotensinogen	1:Experimental evidence at protein level	29.20	1.0000	0.9990	0.00000000000000	11	11	11	16	16	16	     0	     0	     0			
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	false	false	Homo sapiens	Alpha-2-macroglobulin	1:Experimental evidence at protein level	63.57	1.0000	0.9990	0.00000000000000	71	63	71	108	96	108	     0	     0	     0	10C(57.0214), 11C(57.0214), 11M(15.9949), 15C(57.0214), 17M(15.9949), 19C(57.0214), 1M(15.9949), 23C(57.0214), 2C(57.0214), 2M(15.9949), 3C(57.0214), 4M(15.9949), 5C(57.0214), 6C(57.0214), 8M(15.9949), 9C(57.0214), 9M(15.9949)		
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	false	false	Homo sapiens	Complement C3	1:Experimental evidence at protein level	72.22	1.0000	0.9990	0.00000000000000	101	101	101	156	156	156	     0	     0	     0	10C(57.0214), 10M(15.9949), 11C(57.0214), 11M(15.9949), 12C(57.0214), 12M(15.9949), 13C(57.0214), 15M(15.9949), 16M(15.9949), 18M(15.9949), 25M(15.9949), 2C(57.0214), 2M(15.9949), 3C(57.0214), 3M(15.9949), 5C(57.0214), 7M(15.9949), 8C(57.0214)		
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	false	false	Homo sapiens	Complement C5	1:Experimental evidence at protein level	34.37	1.0000	0.9990	0.00000000000000	46	46	46	52	52	52	     0	     0	     0			
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	false	false	Homo sapiens	Kininogen-1	1:Experimental evidence at protein level	32.92	1.0000	0.9990	0.00000000000000	17	17	17	18	18	18	     0	     0	     0	10C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P01591|IGJ_HUMAN	P01591	IGJ_HUMAN	JCHAIN	159	false	false	Homo sapiens	Immunoglobulin J chain	1:Experimental evidence at protein level	26.42	1.0000	0.9977	0.00000000000000	4	4	4	5	5	5	     0	     0	     0	1C(57.0214)		
sp|P01593|KVD33_HUMAN	P01593	KVD33_HUMAN	IGKV1D-33	117	false	false	Homo sapiens	Immunoglobulin kappa variable 1D-33	1:Experimental evidence at protein level	13.68	1.0000	0.9989	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			sp|P01594|KV133_HUMAN
sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	117	false	false	Homo sapiens	Immunoglobulin heavy variable 3-30	1:Experimental evidence at protein level	37.61	1.0000	0.9975	0.00000000000000	4	0	4	6	0	6	     0	     0	     0	9C(57.0214)		sp|P0DP03|HVC05_HUMAN
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	false	false	Homo sapiens	Immunoglobulin kappa constant	1:Experimental evidence at protein level	86.92	1.0000	0.9990	0.00000000000000	7	7	7	13	13	13	     0	     0	     0	4C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	399	false	false	Homo sapiens	Immunoglobulin heavy constant gamma 1	1:Experimental evidence at protein level	51.63	1.0000	0.9990	0.00000000000000	15	6	8	25	9	13	     0	     0	     0	12M(15.9949), 23C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	395	false	false	Homo sapiens	Immunoglobulin heavy constant gamma 2	1:Experimental evidence at protein level	37.72	1.0000	0.9990	0.00000000000000	12	5	6	21	7	9	     0	     0	     0	11C(57.0214), 5M(15.9949)		
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	446	false	false	Homo sapiens	Immunoglobulin heavy constant gamma 3	1:Experimental evidence at protein level	45.74	1.0000	0.9990	0.00000000000000	16	7	16	29	12	29	     0	     0	     0	10C(57.0214), 11C(57.0214), 13C(57.0214), 14M(15.9949), 1C(57.0214), 2C(57.0214), 4M(15.9949), 6C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	396	false	false	Homo sapiens	Immunoglobulin heavy constant gamma 4	1:Experimental evidence at protein level	40.91	1.0000	0.9989	0.00000000000000	12	5	5	19	6	6	     0	     0	     0	12M(15.9949), 4C(57.0214), 9C(57.0214)		
sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	474	false	false	Homo sapiens	Immunoglobulin heavy constant mu	1:Experimental evidence at protein level	40.93	1.0000	0.9990	0.00000000000000	18	18	18	29	29	29	     0	     0	     0	12C(57.0214), 24C(57.0214), 3C(57.0214), 7M(15.9949)		
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	398	false	false	Homo sapiens	Immunoglobulin heavy constant alpha 1	1:Experimental evidence at protein level	42.46	1.0000	0.9990	0.00000000000000	12	7	12	16	10	16	     0	     0	     0	26C(57.0214), 29C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P01880|IGHD_HUMAN	P01880	IGHD_HUMAN	IGHD	430	false	false	Homo sapiens	Immunoglobulin heavy constant delta	1:Experimental evidence at protein level	11.86	1.0000	0.9983	0.00000000000000	4	4	4	5	5	5	     0	     0	     0			
sp|P02042|HBD_HUMAN	P02042	HBD_HUMAN	HBD	147	false	false	Homo sapiens	Hemoglobin subunit delta	1:Experimental evidence at protein level	67.35	1.0000	0.9979	0.00000000000000	8	3	3	9	3	3	     0	     0	     0			
sp|P02533|K1C14_HUMAN	P02533	K1C14_HUMAN	KRT14	472	false	false	Homo sapiens	Keratin, type I cytoskeletal 14	1:Experimental evidence at protein level	53.81	1.0000	0.9990	0.00000000000000	24	9	13	29	11	16	     0	     0	     0	11M(15.9949)		
sp|P02538|K2C6A_HUMAN	P02538	K2C6A_HUMAN	KRT6A	564	false	false	Homo sapiens	Keratin, type II cytoskeletal 6A	1:Experimental evidence at protein level	42.91	1.0000	0.9990	0.00000000000000	27	2	12	30	2	13	     0	     0	     0	8C(57.0214), N-term(42.0106)		
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	false	false	Homo sapiens	Apolipoprotein A-I	1:Experimental evidence at protein level	79.40	1.0000	0.9990	0.00000000000000	29	29	29	52	52	52	     0	     0	     0	5M(15.9949), 6M(15.9949), 8M(15.9949), 9M(15.9949)		
sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	false	false	Homo sapiens	Apolipoprotein E	1:Experimental evidence at protein level	70.66	1.0000	0.9990	0.00000000000000	21	21	21	27	27	27	     0	     0	     0	9C(57.0214)		
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	false	false	Homo sapiens	Apolipoprotein A-II	1:Experimental evidence at protein level	64.00	1.0000	0.9990	0.00000000000000	7	7	7	8	8	8	     0	     0	     0	3C(57.0214)		
sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	APOC1	83	false	false	Homo sapiens	Apolipoprotein C-I	1:Experimental evidence at protein level	26.51	1.0000	0.9963	0.00000000000000	3	3	3	5	5	5	     0	     0	     0			
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	false	false	Homo sapiens	Apolipoprotein C-II	1:Experimental evidence at protein level	52.48	1.0000	0.9990	0.00000000000000	6	6	6	7	7	7	     0	     0	     0	5M(15.9949)		
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	false	false	Homo sapiens	Apolipoprotein C-III	1:Experimental evidence at protein level	34.34	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	     0	     0	     0			
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	false	false	Homo sapiens	Fibrinogen alpha chain	1:Experimental evidence at protein level	47.81	1.0000	0.9990	0.00000000000000	38	38	38	61	61	61	     0	     0	     0	10M(15.9949), 1M(15.9949), 5M(15.9949), 7C(57.0214), 8M(15.9949), 9M(15.9949)		
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	false	false	Homo sapiens	Fibrinogen beta chain	1:Experimental evidence at protein level	66.19	1.0000	0.9990	0.00000000000000	32	32	32	52	52	52	     0	     0	     0	10M(15.9949), 11M(15.9949), 12C(57.0214), 1M(15.9949), 2C(57.0214), 3C(57.0214), 5M(15.9949), 7C(57.0214), 7M(15.9949), 8M(15.9949)		
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	false	false	Homo sapiens	Fibrinogen gamma chain	1:Experimental evidence at protein level	64.68	1.0000	0.9990	0.00000000000000	26	25	26	40	37	40	     0	     0	     0	12C(57.0214), 16M(15.9949), 1C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 8C(57.0214), 8M(15.9949), 9C(57.0214)		
sp|P02743|SAMP_HUMAN	P02743	SAMP_HUMAN	APCS	223	false	false	Homo sapiens	Serum amyloid P-component	1:Experimental evidence at protein level	31.84	1.0000	0.9989	0.00000000000000	7	7	7	9	9	9	     0	     0	     0			
sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	C1QA	245	false	false	Homo sapiens	Complement C1q subcomponent subunit A	1:Experimental evidence at protein level	24.90	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	     0	     0	     0			
sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	253	false	false	Homo sapiens	Complement C1q subcomponent subunit B	1:Experimental evidence at protein level	29.25	1.0000	0.9988	0.00000000000000	5	5	5	5	5	5	     0	     0	     0			
sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	245	false	false	Homo sapiens	Complement C1q subcomponent subunit C	1:Experimental evidence at protein level	21.22	1.0000	0.9982	0.00000000000000	4	4	4	5	5	5	     0	     0	     0			
sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	559	false	false	Homo sapiens	Complement component C9	1:Experimental evidence at protein level	26.65	1.0000	0.9987	0.00000000000000	12	12	12	14	14	14	     0	     0	     0	6C(57.0214)		
sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	345	false	false	Homo sapiens	Beta-2-glycoprotein 1	1:Experimental evidence at protein level	26.67	1.0000	0.9987	0.00000000000000	8	8	8	11	11	11	     0	     0	     0	13C(57.0214), 2C(57.0214), 3C(57.0214)		
sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	347	false	false	Homo sapiens	Leucine-rich alpha-2-glycoprotein	1:Experimental evidence at protein level	39.77	1.0000	0.9989	0.00000000000000	10	10	10	10	10	10	     0	     0	     0			
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	false	false	Homo sapiens	Fibronectin	1:Experimental evidence at protein level	30.64	1.0000	0.9990	0.00000000000000	53	53	53	66	66	66	     0	     0	     0	4C(57.0214), 7C(57.0214)		
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	false	false	Homo sapiens	Retinol-binding protein 4	1:Experimental evidence at protein level	51.74	1.0000	0.9967	0.00000000000000	7	7	7	7	7	7	     0	     0	     0	7C(57.0214), 8C(57.0214)		
sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	352	false	false	Homo sapiens	Protein AMBP	1:Experimental evidence at protein level	28.41	1.0000	0.9990	0.00000000000000	7	7	7	9	9	9	     0	     0	     0	3C(57.0214), 5C(57.0214)		
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	false	false	Homo sapiens	Alpha-1-acid glycoprotein 1	1:Experimental evidence at protein level	40.80	1.0000	0.9990	0.00000000000000	7	5	7	13	11	13	     0	     0	     0	12C(57.0214), 3M(15.9949)		
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	false	false	Homo sapiens	Alpha-2-HS-glycoprotein	1:Experimental evidence at protein level	30.25	1.0000	0.9990	0.00000000000000	7	7	7	11	11	11	     0	     0	     0	1C(57.0214), 21C(57.0214), 4C(57.0214), 4M(15.9949), 8C(57.0214)		
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	false	false	Homo sapiens	Transthyretin	1:Experimental evidence at protein level	63.95	1.0000	0.9990	0.00000000000000	5	5	5	7	7	7	     0	     0	     0			
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	false	false	Homo sapiens	Albumin	1:Experimental evidence at protein level	77.34	1.0000	0.9990	0.00000000000000	59	55	59	106	99	106	     0	     0	     0	10C(57.0214), 11C(57.0214), 12M(15.9949), 14C(57.0214), 16C(57.0214), 17C(57.0214), 17M(15.9949), 1C(57.0214), 1M(15.9949), 2C(57.0214), 2M(15.9949), 3C(57.0214), 3M(15.9949), 4C(57.0214), 6C(57.0214), 6M(15.9949), 7C(57.0214), 8C(57.0214), 9C(57.0214), 9M(15.9949)		
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	false	false	Homo sapiens	Vitamin D-binding protein	1:Experimental evidence at protein level	49.37	1.0000	0.9990	0.00000000000000	24	24	24	31	31	31	     0	     0	     0	18C(57.0214), 2C(57.0214), 3C(57.0214), 8C(57.0214)		
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	false	false	Homo sapiens	Serotransferrin	1:Experimental evidence at protein level	61.89	1.0000	0.9990	0.00000000000000	42	42	42	74	74	74	     0	     0	     0	10C(57.0214), 12C(57.0214), 13C(57.0214), 1C(57.0214), 1M(15.9949), 2C(57.0214), 2M(15.9949), 4C(57.0214), 5C(57.0214), 6C(57.0214), 6M(15.9949), 7M(15.9949), 8C(57.0214), 8M(15.9949), 9C(57.0214), 9M(15.9949)		
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	false	false	Homo sapiens	Hemopexin	1:Experimental evidence at protein level	54.11	1.0000	0.9990	0.00000000000000	20	20	20	29	29	29	     0	     0	     0	11M(15.9949), 19C(57.0214), 1C(57.0214), 3C(57.0214), 6C(57.0214)		
sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	KLKB1	638	false	false	Homo sapiens	Plasma kallikrein	1:Experimental evidence at protein level	17.40	1.0000	0.9988	0.00000000000000	10	10	10	12	12	12	     0	     0	     0	11C(57.0214), 7C(57.0214)		
sp|P04003|C4BPA_HUMAN	P04003	C4BPA_HUMAN	C4BPA	597	false	false	Homo sapiens	C4b-binding protein alpha chain	1:Experimental evidence at protein level	25.80	1.0000	0.9988	0.00000000000000	14	14	14	18	18	18	     0	     0	     0	11C(57.0214), 3C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	false	false	Homo sapiens	Vitronectin	1:Experimental evidence at protein level	24.48	1.0000	0.9990	0.00000000000000	12	12	12	16	16	16	     0	     0	     0	13M(15.9949), 4C(57.0214), 9C(57.0214)		
sp|P04114|APOB_HUMAN	P04114	APOB_HUMAN	APOB	4563	false	false	Homo sapiens	Apolipoprotein B-100	1:Experimental evidence at protein level	58.54	1.0000	0.9990	0.00000000000000	220	220	220	295	295	295	     0	     0	     0	11C(57.0214), 12C(57.0214), 15M(15.9949), 16C(57.0214), 17M(15.9949), 1C(57.0214), 30M(15.9949), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6C(57.0214), 7C(57.0214), 7M(15.9949), 9C(57.0214)		
sp|P04196|HRG_HUMAN	P04196	HRG_HUMAN	HRG	525	false	false	Homo sapiens	Histidine-rich glycoprotein	1:Experimental evidence at protein level	31.81	1.0000	0.9990	0.00000000000000	15	15	15	19	19	19	     0	     0	     0	10C(57.0214)		
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	false	false	Homo sapiens	Alpha-1B-glycoprotein	1:Experimental evidence at protein level	39.80	1.0000	0.9990	0.00000000000000	13	13	13	19	19	19	     0	     0	     0	18C(57.0214), 1C(57.0214), 5C(57.0214)		
sp|P04259|K2C6B_HUMAN	P04259	K2C6B_HUMAN	KRT6B	564	false	false	Homo sapiens	Keratin, type II cytoskeletal 6B	1:Experimental evidence at protein level	41.31	1.0000	0.9989	0.00000000000000	26	1	3	29	2	4	     0	     0	     0			
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	false	false	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	28.88	1.0000	0.9987	0.00000000000000	18	13	18	19	13	19	     0	     0	     0			
sp|P04275|VWF_HUMAN	P04275	VWF_HUMAN	VWF	2813	false	false	Homo sapiens	von Willebrand factor	1:Experimental evidence at protein level	2.06	1.0000	0.9959	0.00000000000000	5	5	5	5	5	5	     0	     0	     0			
sp|P04278|SHBG_HUMAN	P04278	SHBG_HUMAN	SHBG	402	false	false	Homo sapiens	Sex hormone-binding globulin	1:Experimental evidence at protein level	29.35	1.0000	0.9980	0.00000000000000	7	7	7	8	8	8	     0	     0	     0			
sp|P05090|APOD_HUMAN	P05090	APOD_HUMAN	APOD	189	false	false	Homo sapiens	Apolipoprotein D	1:Experimental evidence at protein level	26.98	1.0000	0.9980	0.00000000000000	5	5	5	7	7	7	     0	     0	     0	9C(57.0214)		
sp|P05154|IPSP_HUMAN	P05154	IPSP_HUMAN	SERPINA5	406	false	false	Homo sapiens	Plasma serine protease inhibitor	1:Experimental evidence at protein level	18.72	1.0000	0.9857	0.00000000000000	7	7	7	7	7	7	     0	     0	     0			
sp|P05155|IC1_HUMAN	P05155	IC1_HUMAN	SERPING1	500	false	false	Homo sapiens	Plasma protease C1 inhibitor	1:Experimental evidence at protein level	35.80	1.0000	0.9990	0.00000000000000	18	18	18	24	24	24	     0	     0	     0	11M(15.9949), 4C(57.0214)		
sp|P05156|CFAI_HUMAN	P05156	CFAI_HUMAN	CFI	583	false	false	Homo sapiens	Complement factor I	1:Experimental evidence at protein level	18.87	1.0000	0.9988	0.00000000000000	11	11	11	14	14	14	     0	     0	     0	9C(57.0214)		
sp|P05543|THBG_HUMAN	P05543	THBG_HUMAN	SERPINA7	415	false	false	Homo sapiens	Thyroxine-binding globulin	1:Experimental evidence at protein level	31.57	1.0000	0.9988	0.00000000000000	10	10	10	10	10	10	     0	     0	     0			
sp|P05546|HEP2_HUMAN	P05546	HEP2_HUMAN	SERPIND1	499	false	false	Homo sapiens	Heparin cofactor 2	1:Experimental evidence at protein level	35.67	1.0000	0.9989	0.00000000000000	16	16	16	18	18	18	     0	     0	     0			
sp|P06276|CHLE_HUMAN	P06276	CHLE_HUMAN	BCHE	602	false	false	Homo sapiens	Cholinesterase	1:Experimental evidence at protein level	13.95	1.0000	0.9894	0.00000000000000	7	6	7	7	6	7	     0	     0	     0			
sp|P06312|KV401_HUMAN	P06312	KV401_HUMAN	IGKV4-1	121	false	false	Homo sapiens	Immunoglobulin kappa variable 4-1	1:Experimental evidence at protein level	29.75	1.0000	0.9983	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	false	false	Homo sapiens	Gelsolin	1:Experimental evidence at protein level	46.93	1.0000	0.9990	0.00000000000000	30	30	30	34	34	34	     0	     0	     0	14M(15.9949)		
sp|P06681|CO2_HUMAN	P06681	CO2_HUMAN	C2	752	false	false	Homo sapiens	Complement C2	1:Experimental evidence at protein level	24.20	1.0000	0.9986	0.00000000000000	17	17	17	18	18	18	     0	     0	     0			
sp|P06727|APOA4_HUMAN	P06727	APOA4_HUMAN	APOA4	396	false	false	Homo sapiens	Apolipoprotein A-IV	1:Experimental evidence at protein level	76.77	1.0000	0.9990	0.00000000000000	29	29	29	43	43	43	     0	     0	     0			
